Timestep  Iteration  resNorm(0)  
1  1  1.0000000000000000  
1  2  0.0000614597485950  
1  3  0.0051007239926073  
1  4  0.0000101810113333  
1  5  0.0000008712621768  
2  1  0.0066506568277394  
2  2  0.0074286535723963  
2  3  0.0000005773993977  
3  1  0.0053861090406119  
3  2  0.0054238713022409  
3  3  0.0000005058099089  
4  1  0.0006908053711108  
4  2  0.0005031810431520  
4  3  0.0000003416925486  
5  1  0.0002847197402948  
5  2  0.0000626382266001  
5  3  0.0000003662541144  
6  1  0.0002427140629230  
6  2  0.0000139594786642  
6  3  0.0000001429863729  
7  1  0.0002305612694124  
7  2  0.0000043511927541  
7  3  0.0000002426924096  
8  1  0.0002217192656192  
8  2  0.0000017062326762  
8  3  0.0000004366210668  
9  1  0.0002127755322072  
9  2  0.0000003067491384  
10  1  0.0002029299556813  
10  2  0.0000001622460100  
11  1  0.0001940871694492  
11  2  0.0000003143830166  
12  1  0.0001850403110164  
12  2  0.0000003639820346  
13  1  0.0001763179783598  
13  2  0.0000003220388880  
14  1  0.0001679474084564  
14  2  0.0000002476009300  
15  1  0.0001604200212584  
15  2  0.0000001825149616  
16  1  0.0001537117260533  
16  2  0.0000001779472280  
17  1  0.0001478574818656  
17  2  0.0000001776228974  
18  1  0.0001427536666908  
18  2  0.0000001715522183  
19  1  0.0001382363967162  
19  2  0.0000001571644794  
20  1  0.0001341418228254  
20  2  0.0000001402861571  
21  1  0.0001302946776922  
21  2  0.0000001316613356  
22  1  0.0001265691990501  
22  2  0.0000001317568664  
23  1  0.0001228955083608  
23  2  0.0000001369544212  
24  1  0.0001192679492766  
24  2  0.0000001352739110  
25  1  0.0001157028181986  
25  2  0.0000001283047437  
26  1  0.0001122615676873  
26  2  0.0000001136620930  
27  1  0.0001090433177918  
27  2  0.0000000959600165  
28  1  0.0001059011924085  
28  2  0.0000001091676787  
29  1  0.0001031128047513  
29  2  0.0000000790075834  
30  1  0.0001004920876937  
30  2  0.0000000799135544  
31  1  0.0000981184565440  
31  2  0.0000000770639668  
32  1  0.0000959152259814  
32  2  0.0000000730944216  
33  1  0.0000938353274639  
33  2  0.0000000706953401  
34  1  0.0000918375032023  
34  2  0.0000000696884445  
35  1  0.0000898955320576  
35  2  0.0000000684217769  
36  1  0.0000879934239701  
36  2  0.0000000672939709  
37  1  0.0000861286300512  
37  2  0.0000000657458904  
38  1  0.0000843090502914  
38  2  0.0000000628859664  
39  1  0.0000825465515788  
39  2  0.0000000591114898  
40  1  0.0000808514120459  
40  2  0.0000000554970391  
41  1  0.0000792341379894  
41  2  0.0000000523991590  
42  1  0.0000776985914625  
42  2  0.0000000496413046  
43  1  0.0000762422286148  
43  2  0.0000000475922179  
44  1  0.0000748574173683  
44  2  0.0000000459162365  
45  1  0.0000735339042004  
45  2  0.0000000446901808  
46  1  0.0000722605823144  
46  2  0.0000000435554091  
47  1  0.0000710268093291  
47  2  0.0000000426213932  
48  1  0.0000698260480695  
48  2  0.0000000418083616  
49  1  0.0000686540434614  
49  2  0.0000000407942619  
50  1  0.0000675097489311  
50  2  0.0000000397922407  
51  1  0.0000663946373694  
51  2  0.0000000384606466  
52  1  0.0000653108699698  
52  2  0.0000000369346308  
53  1  0.0000642603707187  
53  2  0.0000000355987838  
54  1  0.0000632452090609  
54  2  0.0000000342395174  
55  1  0.0000622653883672  
55  2  0.0000000329920150  
56  1  0.0000613193474656  
56  2  0.0000000319691071  
57  1  0.0000604049233713  
57  2  0.0000000311749478  
58  1  0.0000595194032517  
58  2  0.0000000303520395  
59  1  0.0000586563830075  
59  2  0.0000000315523922  
60  1  0.0000578142134516  
60  2  0.0000000314862391  
61  1  0.0000570008785677  
61  2  0.0000000291794153  
62  1  0.0000561996908976  
62  2  0.0000000283952953  
63  1  0.0000554201531794  
63  2  0.0000000272157968  
64  1  0.0000546594131321  
64  2  0.0000000264559378  
65  1  0.0000539172495796  
65  2  0.0000000256370797  
66  1  0.0000531941165848  
66  2  0.0000000248892256  
67  1  0.0000524896944818  
67  2  0.0000000242421598  
68  1  0.0000518039013753  
68  2  0.0000000236051171  
69  1  0.0000511359857905  
69  2  0.0000000229965955  
70  1  0.0000504850770009  
70  2  0.0000000224985323  
71  1  0.0000498502122235  
71  2  0.0000000219799746  
72  1  0.0000492303633820  
72  2  0.0000000214872571  
73  1  0.0000486245956510  
73  2  0.0000000210643430  
74  1  0.0000480321985144  
74  2  0.0000000206166989  
75  1  0.0000474525524753  
75  2  0.0000000201840964  
76  1  0.0000468852354787  
76  2  0.0000000197718990  
77  1  0.0000463299665997  
77  2  0.0000000193207995  
78  1  0.0000457868354242  
78  2  0.0000000188730763  
79  1  0.0000452554543710  
79  2  0.0000000184642383  
80  1  0.0000447356838925  
80  2  0.0000000180707563  
81  1  0.0000442271460523  
81  2  0.0000000176949245  
82  1  0.0000437295551773  
82  2  0.0000000173221986  
83  1  0.0000432424557164  
83  2  0.0000000169710580  
84  1  0.0000427654052412  
84  2  0.0000000166313433  
85  1  0.0000422980175332  
85  2  0.0000000163192853  
86  1  0.0000418399225106  
86  2  0.0000000160047604  
87  1  0.0000413907288740  
87  2  0.0000000157086331  
88  1  0.0000409501737672  
88  2  0.0000000154043222  
89  1  0.0000405179852332  
89  2  0.0000000151062028  
90  1  0.0000400939825428  
90  2  0.0000000148212276  
91  1  0.0000396779605732  
91  2  0.0000000145380884  
92  1  0.0000392694226082  
92  2  0.0000000143110187  
93  1  0.0000388685283521  
93  2  0.0000000140307261  
94  1  0.0000384749795785  
94  2  0.0000000137379628  
95  1  0.0000380885861172  
95  2  0.0000000134927000  
96  1  0.0000377092621132  
96  2  0.0000000132634029  
97  1  0.0000373367807819  
97  2  0.0000000130431194  
98  1  0.0000369709250832  
98  2  0.0000000128204973  
99  1  0.0000366114778317  
99  2  0.0000000125947877  
100  1  0.0000362582800543  
100  2  0.0000000123844982  
101  1  0.0000359111461642  
101  2  0.0000000121669563  
102  1  0.0000355699217532  
102  2  0.0000000119698322  
103  1  0.0000352344354787  
103  2  0.0000000117720751  
104  1  0.0000349045505598  
104  2  0.0000000115753393  
105  1  0.0000345801576749  
105  2  0.0000000113923770  
106  1  0.0000342611460615  
106  2  0.0000000111918484  
107  1  0.0000339473818034  
107  2  0.0000000110096385  
108  1  0.0000336387515645  
108  2  0.0000000108373247  
109  1  0.0000333351215550  
109  2  0.0000000106593679  
110  1  0.0000330363504656  
110  2  0.0000000104994354  
111  1  0.0000327423460207  
111  2  0.0000000103345472  
112  1  0.0000324529539774  
112  2  0.0000000101761723  
113  1  0.0000321680829373  
113  2  0.0000000100162204  
114  1  0.0000318876095466  
114  2  0.0000000098646555  
115  1  0.0000316114390277  
115  2  0.0000000097188958  
116  1  0.0000313394771507  
116  2  0.0000000095751898  
117  1  0.0000310716270845  
117  2  0.0000000094270951  
118  1  0.0000308077873485  
118  2  0.0000000092848120  
119  1  0.0000305478713213  
119  2  0.0000000091527616  
120  1  0.0000302917984291  
120  2  0.0000000090163531  
121  1  0.0000300394722854  
121  2  0.0000000088893182  
122  1  0.0000297908281580  
122  2  0.0000000087612836  
123  1  0.0000295457594641  
123  2  0.0000000086381289  
124  1  0.0000293042064107  
124  2  0.0000000085141216  
125  1  0.0000290660790068  
125  2  0.0000000083938338  
126  1  0.0000288313053931  
126  2  0.0000000082799018  
127  1  0.0000285997770947  
127  2  0.0000000081695496  
128  1  0.0000283714398958  
128  2  0.0000000080546812  
129  1  0.0000281462093583  
129  2  0.0000000079414567  
130  1  0.0000279240259440  
130  2  0.0000000078392217  
131  1  0.0000277048550507  
131  2  0.0000000077322806  
132  1  0.0000274886122986  
132  2  0.0000000076300608  
