Timesteps  Total_Iterations  Iterations  Convergence  
189  388  2  1  
190  390  2  1  
191  392  2  1  
192  394  2  1  
193  396  2  1  
194  398  2  1  
195  400  2  1  
196  402  2  1  
197  404  2  1  
198  406  2  1  
199  408  2  1  
200  410  2  1  
201  412  2  1  
202  414  2  1  
203  416  2  1  
204  418  2  1  
205  420  2  1  
206  422  2  1  
207  424  2  1  
208  426  2  1  
209  428  2  1  
210  430  2  1  
211  432  2  1  
212  434  2  1  
213  436  2  1  
214  438  2  1  
215  440  2  1  
216  442  2  1  
217  444  2  1  
218  446  2  1  
219  448  2  1  
220  450  2  1  
221  452  2  1  
222  454  2  1  
223  456  2  1  
224  458  2  1  
225  460  2  1  
226  462  2  1  
227  464  2  1  
228  466  2  1  
229  468  2  1  
230  470  2  1  
231  472  2  1  
232  474  2  1  
233  476  2  1  
234  478  2  1  
235  480  2  1  
236  482  2  1  
237  484  2  1  
238  486  2  1  
239  488  2  1  
240  490  2  1  
241  492  2  1  
242  494  2  1  
243  496  2  1  
244  498  2  1  
245  500  2  1  
246  502  2  1  
247  504  2  1  
248  506  2  1  
249  508  2  1  
250  510  2  1  
251  512  2  1  
252  514  2  1  
253  516  2  1  
254  518  2  1  
255  520  2  1  
256  522  2  1  
257  524  2  1  
258  526  2  1  
259  528  2  1  
260  530  2  1  
261  532  2  1  
262  534  2  1  
263  536  2  1  
264  538  2  1  
265  540  2  1  
266  542  2  1  
267  544  2  1  
268  546  2  1  
269  548  2  1  
270  550  2  1  
271  552  2  1  
272  554  2  1  
273  556  2  1  
274  558  2  1  
275  560  2  1  
276  562  2  1  
277  564  2  1  
278  566  2  1  
279  568  2  1  
280  570  2  1  
281  572  2  1  
282  574  2  1  
283  576  2  1  
284  578  2  1  
285  580  2  1  
286  582  2  1  
287  584  2  1  
288  586  2  1  
289  588  2  1  
290  590  2  1  
291  592  2  1  
292  594  2  1  
293  596  2  1  
294  598  2  1  
295  600  2  1  
296  602  2  1  
297  604  2  1  
298  606  2  1  
299  608  2  1  
300  610  2  1  
301  612  2  1  
302  614  2  1  
303  616  2  1  
304  618  2  1  
305  620  2  1  
306  622  2  1  
307  624  2  1  
308  626  2  1  
309  628  2  1  
310  630  2  1  
311  632  2  1  
312  634  2  1  
313  636  2  1  
314  638  2  1  
315  640  2  1  
316  642  2  1  
317  644  2  1  
318  646  2  1  
319  648  2  1  
320  650  2  1  
321  652  2  1  
322  654  2  1  
323  656  2  1  
324  658  2  1  
325  660  2  1  
326  662  2  1  
327  664  2  1  
328  666  2  1  
329  668  2  1  
330  670  2  1  
331  672  2  1  
332  674  2  1  
333  676  2  1  
334  678  2  1  
335  680  2  1  
336  682  2  1  
337  684  2  1  
338  686  2  1  
339  688  2  1  
340  690  2  1  
341  692  2  1  
342  694  2  1  
343  696  2  1  
344  698  2  1  
345  700  2  1  
346  702  2  1  
347  704  2  1  
348  706  2  1  
349  708  2  1  
350  710  2  1  
351  712  2  1  
352  714  2  1  
353  716  2  1  
354  718  2  1  
355  720  2  1  
356  722  2  1  
357  724  2  1  
358  726  2  1  
359  728  2  1  
360  730  2  1  
361  732  2  1  
362  734  2  1  
363  736  2  1  
364  738  2  1  
365  740  2  1  
366  742  2  1  
367  744  2  1  
368  746  2  1  
369  748  2  1  
370  750  2  1  
371  752  2  1  
372  754  2  1  
373  756  2  1  
374  758  2  1  
375  760  2  1  
376  762  2  1  
377  764  2  1  
378  766  2  1  
379  768  2  1  
380  770  2  1  
381  772  2  1  
382  774  2  1  
383  776  2  1  
384  778  2  1  
385  780  2  1  
386  782  2  1  
387  784  2  1  
388  786  2  1  
389  788  2  1  
390  790  2  1  
391  792  2  1  
392  794  2  1  
393  796  2  1  
394  798  2  1  
395  800  2  1  
396  802  2  1  
397  804  2  1  
398  806  2  1  
399  808  2  1  
400  810  2  1  
401  812  2  1  
402  814  2  1  
403  816  2  1  
404  818  2  1  
405  820  2  1  
406  822  2  1  
407  824  2  1  
408  826  2  1  
409  828  2  1  
410  830  2  1  
411  832  2  1  
412  834  2  1  
413  836  2  1  
414  838  2  1  
415  840  2  1  
416  842  2  1  
417  844  2  1  
418  846  2  1  
419  848  2  1  
420  850  2  1  
421  852  2  1  
422  854  2  1  
423  856  2  1  
424  858  2  1  
425  860  2  1  
426  862  2  1  
427  864  2  1  
428  866  2  1  
429  868  2  1  
430  870  2  1  
431  872  2  1  
432  874  2  1  
433  876  2  1  
434  878  2  1  
435  880  2  1  
436  882  2  1  
437  884  2  1  
438  886  2  1  
439  888  2  1  
440  890  2  1  
441  892  2  1  
442  894  2  1  
443  896  2  1  
444  898  2  1  
445  900  2  1  
446  902  2  1  
447  904  2  1  
448  906  2  1  
449  908  2  1  
450  910  2  1  
451  912  2  1  
452  914  2  1  
453  916  2  1  
454  918  2  1  
455  920  2  1  
456  922  2  1  
457  924  2  1  
458  926  2  1  
459  928  2  1  
460  930  2  1  
461  932  2  1  
462  934  2  1  
463  936  2  1  
464  938  2  1  
465  940  2  1  
466  942  2  1  
467  944  2  1  
468  946  2  1  
469  948  2  1  
470  950  2  1  
471  952  2  1  
472  954  2  1  
473  956  2  1  
474  958  2  1  
475  960  2  1  
476  962  2  1  
477  964  2  1  
478  966  2  1  
479  968  2  1  
480  970  2  1  
481  972  2  1  
482  974  2  1  
483  976  2  1  
484  978  2  1  
485  980  2  1  
486  982  2  1  
487  984  2  1  
488  986  2  1  
489  988  2  1  
490  990  2  1  
491  992  2  1  
492  994  2  1  
493  996  2  1  
494  998  2  1  
495  1000  2  1  
496  1002  2  1  
497  1004  2  1  
498  1006  2  1  
499  1008  2  1  
500  1010  2  1  
501  1012  2  1  
502  1014  2  1  
503  1016  2  1  
504  1018  2  1  
505  1020  2  1  
506  1022  2  1  
507  1024  2  1  
508  1026  2  1  
509  1028  2  1  
510  1030  2  1  
511  1032  2  1  
512  1034  2  1  
513  1036  2  1  
514  1038  2  1  
515  1040  2  1  
516  1042  2  1  
517  1044  2  1  
518  1046  2  1  
519  1048  2  1  
520  1050  2  1  
521  1052  2  1  
522  1054  2  1  
523  1056  2  1  
524  1058  2  1  
525  1060  2  1  
526  1062  2  1  
527  1064  2  1  
528  1066  2  1  
529  1068  2  1  
530  1070  2  1  
531  1072  2  1  
532  1074  2  1  
533  1076  2  1  
534  1078  2  1  
535  1080  2  1  
536  1082  2  1  
537  1084  2  1  
538  1086  2  1  
539  1088  2  1  
540  1090  2  1  
541  1092  2  1  
542  1094  2  1  
543  1096  2  1  
544  1098  2  1  
545  1100  2  1  
546  1102  2  1  
547  1104  2  1  
548  1106  2  1  
549  1108  2  1  
550  1110  2  1  
551  1112  2  1  
552  1114  2  1  
553  1116  2  1  
554  1118  2  1  
555  1120  2  1  
556  1122  2  1  
557  1124  2  1  
558  1126  2  1  
559  1128  2  1  
560  1130  2  1  
561  1132  2  1  
562  1134  2  1  
563  1136  2  1  
564  1138  2  1  
565  1140  2  1  
566  1142  2  1  
567  1144  2  1  
568  1146  2  1  
569  1148  2  1  
570  1150  2  1  
571  1152  2  1  
572  1154  2  1  
573  1156  2  1  
574  1158  2  1  
575  1160  2  1  
576  1162  2  1  
577  1164  2  1  
578  1166  2  1  
579  1168  2  1  
580  1170  2  1  
581  1172  2  1  
582  1174  2  1  
583  1176  2  1  
584  1178  2  1  
585  1180  2  1  
586  1182  2  1  
587  1184  2  1  
588  1186  2  1  
589  1188  2  1  
590  1190  2  1  
591  1192  2  1  
592  1194  2  1  
593  1196  2  1  
594  1198  2  1  
595  1200  2  1  
596  1202  2  1  
597  1204  2  1  
598  1206  2  1  
599  1208  2  1  
600  1210  2  1  
601  1212  2  1  
602  1214  2  1  
603  1216  2  1  
604  1218  2  1  
605  1220  2  1  
606  1222  2  1  
607  1224  2  1  
608  1226  2  1  
609  1228  2  1  
610  1230  2  1  
611  1232  2  1  
612  1234  2  1  
613  1236  2  1  
614  1238  2  1  
615  1240  2  1  
616  1242  2  1  
617  1244  2  1  
618  1246  2  1  
619  1248  2  1  
620  1250  2  1  
621  1252  2  1  
622  1254  2  1  
623  1256  2  1  
624  1258  2  1  
625  1260  2  1  
626  1262  2  1  
627  1264  2  1  
628  1266  2  1  
629  1268  2  1  
630  1270  2  1  
631  1272  2  1  
632  1274  2  1  
633  1276  2  1  
634  1278  2  1  
635  1280  2  1  
636  1282  2  1  
637  1284  2  1  
638  1286  2  1  
639  1288  2  1  
640  1290  2  1  
641  1292  2  1  
642  1294  2  1  
643  1296  2  1  
644  1298  2  1  
645  1300  2  1  
646  1302  2  1  
647  1304  2  1  
648  1306  2  1  
649  1308  2  1  
650  1310  2  1  
651  1312  2  1  
652  1314  2  1  
653  1316  2  1  
654  1318  2  1  
655  1320  2  1  
656  1322  2  1  
657  1324  2  1  
658  1326  2  1  
659  1328  2  1  
660  1330  2  1  
661  1332  2  1  
662  1334  2  1  
663  1336  2  1  
664  1338  2  1  
665  1340  2  1  
666  1342  2  1  
667  1344  2  1  
668  1346  2  1  
669  1348  2  1  
670  1350  2  1  
671  1352  2  1  
672  1354  2  1  
673  1356  2  1  
674  1358  2  1  
675  1360  2  1  
676  1362  2  1  
677  1364  2  1  
678  1366  2  1  
679  1368  2  1  
680  1370  2  1  
681  1372  2  1  
682  1374  2  1  
683  1376  2  1  
684  1378  2  1  
685  1380  2  1  
686  1382  2  1  
687  1384  2  1  
688  1386  2  1  
689  1388  2  1  
690  1390  2  1  
691  1392  2  1  
692  1394  2  1  
693  1396  2  1  
694  1398  2  1  
695  1400  2  1  
696  1402  2  1  
697  1404  2  1  
698  1406  2  1  
699  1408  2  1  
700  1410  2  1  
701  1412  2  1  
702  1414  2  1  
703  1416  2  1  
704  1418  2  1  
705  1420  2  1  
706  1422  2  1  
707  1424  2  1  
708  1426  2  1  
709  1428  2  1  
710  1430  2  1  
711  1432  2  1  
712  1434  2  1  
713  1436  2  1  
714  1438  2  1  
715  1440  2  1  
716  1442  2  1  
717  1444  2  1  
718  1446  2  1  
719  1448  2  1  
720  1450  2  1  
721  1452  2  1  
722  1454  2  1  
723  1456  2  1  
724  1458  2  1  
725  1460  2  1  
726  1462  2  1  
727  1464  2  1  
728  1466  2  1  
729  1468  2  1  
730  1470  2  1  
731  1472  2  1  
732  1474  2  1  
733  1476  2  1  
734  1478  2  1  
735  1480  2  1  
736  1482  2  1  
737  1484  2  1  
738  1486  2  1  
739  1488  2  1  
740  1490  2  1  
741  1492  2  1  
742  1494  2  1  
743  1496  2  1  
744  1498  2  1  
745  1500  2  1  
746  1502  2  1  
747  1504  2  1  
748  1506  2  1  
749  1508  2  1  
750  1510  2  1  
751  1512  2  1  
752  1514  2  1  
753  1516  2  1  
754  1518  2  1  
755  1520  2  1  
756  1522  2  1  
757  1524  2  1  
758  1526  2  1  
759  1528  2  1  
760  1530  2  1  
761  1532  2  1  
762  1534  2  1  
763  1536  2  1  
764  1538  2  1  
765  1540  2  1  
766  1542  2  1  
767  1544  2  1  
768  1546  2  1  
769  1548  2  1  
770  1550  2  1  
771  1552  2  1  
772  1554  2  1  
773  1556  2  1  
774  1558  2  1  
775  1560  2  1  
776  1562  2  1  
777  1564  2  1  
778  1566  2  1  
779  1568  2  1  
780  1570  2  1  
781  1572  2  1  
782  1574  2  1  
783  1576  2  1  
784  1578  2  1  
785  1580  2  1  
786  1582  2  1  
787  1584  2  1  
788  1586  2  1  
789  1588  2  1  
790  1590  2  1  
791  1592  2  1  
792  1594  2  1  
793  1596  2  1  
794  1598  2  1  
795  1600  2  1  
796  1602  2  1  
797  1604  2  1  
798  1606  2  1  
799  1608  2  1  
800  1610  2  1  
801  1612  2  1  
802  1614  2  1  
803  1616  2  1  
804  1618  2  1  
805  1620  2  1  
806  1622  2  1  
807  1624  2  1  
808  1626  2  1  
809  1628  2  1  
810  1630  2  1  
811  1632  2  1  
812  1634  2  1  
813  1636  2  1  
814  1638  2  1  
815  1640  2  1  
816  1642  2  1  
817  1644  2  1  
818  1646  2  1  
819  1648  2  1  
820  1650  2  1  
821  1652  2  1  
822  1654  2  1  
823  1656  2  1  
824  1658  2  1  
825  1660  2  1  
826  1662  2  1  
827  1664  2  1  
828  1666  2  1  
829  1668  2  1  
830  1670  2  1  
831  1672  2  1  
832  1674  2  1  
833  1676  2  1  
834  1678  2  1  
835  1680  2  1  
836  1682  2  1  
837  1684  2  1  
838  1686  2  1  
839  1688  2  1  
840  1690  2  1  
841  1692  2  1  
842  1694  2  1  
843  1696  2  1  
844  1698  2  1  
845  1700  2  1  
846  1702  2  1  
847  1704  2  1  
848  1706  2  1  
849  1708  2  1  
850  1710  2  1  
851  1712  2  1  
852  1714  2  1  
853  1716  2  1  
854  1718  2  1  
855  1720  2  1  
856  1722  2  1  
857  1724  2  1  
858  1726  2  1  
859  1728  2  1  
860  1730  2  1  
861  1732  2  1  
862  1734  2  1  
863  1736  2  1  
864  1738  2  1  
865  1740  2  1  
866  1742  2  1  
867  1744  2  1  
868  1746  2  1  
869  1748  2  1  
870  1750  2  1  
871  1752  2  1  
872  1754  2  1  
873  1756  2  1  
874  1758  2  1  
875  1760  2  1  
876  1762  2  1  
877  1764  2  1  
878  1766  2  1  
879  1768  2  1  
880  1770  2  1  
881  1772  2  1  
882  1774  2  1  
883  1776  2  1  
884  1778  2  1  
885  1780  2  1  
886  1782  2  1  
887  1784  2  1  
888  1786  2  1  
889  1788  2  1  
890  1790  2  1  
891  1792  2  1  
892  1794  2  1  
893  1796  2  1  
894  1798  2  1  
895  1800  2  1  
896  1802  2  1  
897  1804  2  1  
898  1806  2  1  
899  1808  2  1  
900  1810  2  1  
901  1812  2  1  
902  1814  2  1  
903  1816  2  1  
904  1818  2  1  
905  1820  2  1  
906  1822  2  1  
907  1824  2  1  
908  1826  2  1  
909  1828  2  1  
910  1830  2  1  
911  1832  2  1  
912  1834  2  1  
913  1836  2  1  
914  1838  2  1  
915  1840  2  1  
916  1842  2  1  
917  1844  2  1  
918  1846  2  1  
919  1848  2  1  
920  1850  2  1  
921  1852  2  1  
922  1854  2  1  
923  1856  2  1  
924  1858  2  1  
925  1860  2  1  
926  1862  2  1  
927  1864  2  1  
928  1866  2  1  
929  1868  2  1  
930  1870  2  1  
931  1872  2  1  
932  1874  2  1  
933  1876  2  1  
934  1878  2  1  
935  1880  2  1  
936  1882  2  1  
937  1884  2  1  
938  1886  2  1  
939  1888  2  1  
940  1890  2  1  
941  1892  2  1  
942  1894  2  1  
943  1896  2  1  
944  1898  2  1  
945  1900  2  1  
946  1902  2  1  
947  1904  2  1  
948  1906  2  1  
949  1908  2  1  
950  1910  2  1  
951  1912  2  1  
952  1914  2  1  
953  1916  2  1  
954  1918  2  1  
955  1920  2  1  
956  1922  2  1  
957  1924  2  1  
958  1926  2  1  
959  1928  2  1  
960  1930  2  1  
961  1932  2  1  
962  1934  2  1  
963  1936  2  1  
964  1938  2  1  
965  1940  2  1  
966  1942  2  1  
967  1944  2  1  
968  1946  2  1  
969  1948  2  1  
970  1950  2  1  
971  1952  2  1  
972  1954  2  1  
973  1956  2  1  
974  1958  2  1  
975  1960  2  1  
976  1962  2  1  
977  1964  2  1  
978  1966  2  1  
979  1968  2  1  
980  1970  2  1  
981  1972  2  1  
982  1974  2  1  
983  1976  2  1  
984  1978  2  1  
985  1980  2  1  
986  1982  2  1  
987  1984  2  1  
988  1986  2  1  
989  1988  2  1  
990  1990  2  1  
991  1992  2  1  
992  1994  2  1  
993  1996  2  1  
994  1998  2  1  
995  2000  2  1  
996  2002  2  1  
997  2004  2  1  
998  2006  2  1  
999  2008  2  1  
1000  2010  2  1  
1001  2012  2  1  
1002  2014  2  1  
1003  2016  2  1  
1004  2018  2  1  
1005  2020  2  1  
1006  2022  2  1  
1007  2024  2  1  
1008  2026  2  1  
1009  2028  2  1  
1010  2030  2  1  
1011  2032  2  1  
1012  2034  2  1  
1013  2036  2  1  
1014  2038  2  1  
1015  2040  2  1  
1016  2042  2  1  
1017  2044  2  1  
1018  2046  2  1  
1019  2048  2  1  
1020  2050  2  1  
1021  2052  2  1  
1022  2054  2  1  
1023  2056  2  1  
1024  2058  2  1  
1025  2060  2  1  
1026  2062  2  1  
1027  2064  2  1  
1028  2066  2  1  
1029  2068  2  1  
1030  2070  2  1  
1031  2072  2  1  
1032  2074  2  1  
1033  2076  2  1  
1034  2078  2  1  
1035  2080  2  1  
1036  2082  2  1  
1037  2084  2  1  
1038  2086  2  1  
1039  2088  2  1  
1040  2090  2  1  
1041  2092  2  1  
1042  2094  2  1  
1043  2096  2  1  
1044  2098  2  1  
1045  2100  2  1  
1046  2102  2  1  
1047  2104  2  1  
1048  2106  2  1  
1049  2108  2  1  
1050  2110  2  1  
1051  2112  2  1  
1052  2114  2  1  
1053  2116  2  1  
1054  2118  2  1  
1055  2120  2  1  
1056  2122  2  1  
1057  2124  2  1  
1058  2126  2  1  
1059  2128  2  1  
1060  2130  2  1  
1061  2132  2  1  
1062  2134  2  1  
1063  2136  2  1  
1064  2138  2  1  
1065  2140  2  1  
1066  2142  2  1  
1067  2144  2  1  
1068  2146  2  1  
1069  2148  2  1  
1070  2150  2  1  
1071  2152  2  1  
1072  2154  2  1  
1073  2156  2  1  
1074  2158  2  1  
1075  2160  2  1  
1076  2162  2  1  
1077  2164  2  1  
1078  2166  2  1  
1079  2168  2  1  
1080  2170  2  1  
1081  2172  2  1  
1082  2174  2  1  
1083  2176  2  1  
1084  2178  2  1  
1085  2180  2  1  
1086  2182  2  1  
1087  2184  2  1  
1088  2186  2  1  
1089  2188  2  1  
1090  2190  2  1  
1091  2192  2  1  
1092  2194  2  1  
1093  2196  2  1  
1094  2198  2  1  
1095  2200  2  1  
1096  2202  2  1  
1097  2204  2  1  
1098  2206  2  1  
1099  2208  2  1  
1100  2210  2  1  
1101  2212  2  1  
1102  2214  2  1  
1103  2216  2  1  
1104  2218  2  1  
1105  2220  2  1  
1106  2222  2  1  
1107  2224  2  1  
1108  2226  2  1  
1109  2228  2  1  
1110  2230  2  1  
1111  2232  2  1  
1112  2234  2  1  
1113  2236  2  1  
1114  2238  2  1  
1115  2240  2  1  
1116  2242  2  1  
1117  2244  2  1  
1118  2246  2  1  
1119  2248  2  1  
1120  2250  2  1  
1121  2252  2  1  
1122  2254  2  1  
1123  2256  2  1  
1124  2258  2  1  
1125  2260  2  1  
1126  2262  2  1  
1127  2264  2  1  
1128  2266  2  1  
1129  2268  2  1  
1130  2270  2  1  
1131  2272  2  1  
1132  2274  2  1  
1133  2276  2  1  
1134  2278  2  1  
1135  2280  2  1  
1136  2282  2  1  
1137  2284  2  1  
1138  2286  2  1  
1139  2288  2  1  
1140  2290  2  1  
1141  2292  2  1  
1142  2294  2  1  
1143  2296  2  1  
1144  2298  2  1  
1145  2300  2  1  
1146  2302  2  1  
1147  2304  2  1  
1148  2306  2  1  
1149  2308  2  1  
1150  2310  2  1  
1151  2312  2  1  
1152  2314  2  1  
1153  2316  2  1  
1154  2318  2  1  
1155  2320  2  1  
1156  2322  2  1  
1157  2324  2  1  
1158  2326  2  1  
1159  2328  2  1  
1160  2330  2  1  
1161  2332  2  1  
1162  2334  2  1  
1163  2336  2  1  
1164  2338  2  1  
1165  2340  2  1  
1166  2342  2  1  
1167  2344  2  1  
1168  2346  2  1  
1169  2348  2  1  
1170  2350  2  1  
1171  2352  2  1  
1172  2354  2  1  
1173  2356  2  1  
1174  2358  2  1  
1175  2360  2  1  
1176  2362  2  1  
1177  2364  2  1  
1178  2366  2  1  
1179  2368  2  1  
1180  2370  2  1  
1181  2372  2  1  
1182  2374  2  1  
1183  2376  2  1  
1184  2378  2  1  
1185  2380  2  1  
1186  2382  2  1  
1187  2384  2  1  
1188  2386  2  1  
1189  2388  2  1  
1190  2390  2  1  
1191  2392  2  1  
1192  2394  2  1  
1193  2396  2  1  
1194  2398  2  1  
1195  2400  2  1  
1196  2402  2  1  
1197  2404  2  1  
1198  2406  2  1  
1199  2408  2  1  
1200  2410  2  1  
1201  2412  2  1  
1202  2414  2  1  
1203  2416  2  1  
1204  2418  2  1  
1205  2420  2  1  
1206  2422  2  1  
1207  2424  2  1  
1208  2426  2  1  
1209  2428  2  1  
1210  2430  2  1  
1211  2432  2  1  
1212  2434  2  1  
1213  2436  2  1  
1214  2438  2  1  
1215  2440  2  1  
1216  2442  2  1  
1217  2444  2  1  
1218  2446  2  1  
1219  2448  2  1  
1220  2450  2  1  
1221  2452  2  1  
1222  2454  2  1  
1223  2456  2  1  
1224  2458  2  1  
1225  2460  2  1  
1226  2462  2  1  
1227  2464  2  1  
1228  2466  2  1  
1229  2468  2  1  
1230  2470  2  1  
1231  2472  2  1  
1232  2474  2  1  
1233  2476  2  1  
1234  2478  2  1  
1235  2480  2  1  
1236  2482  2  1  
1237  2484  2  1  
1238  2486  2  1  
1239  2488  2  1  
1240  2490  2  1  
1241  2492  2  1  
1242  2494  2  1  
1243  2496  2  1  
1244  2498  2  1  
1245  2500  2  1  
1246  2502  2  1  
1247  2504  2  1  
1248  2506  2  1  
1249  2508  2  1  
1250  2510  2  1  
1251  2512  2  1  
1252  2514  2  1  
1253  2516  2  1  
1254  2518  2  1  
1255  2520  2  1  
1256  2522  2  1  
1257  2524  2  1  
1258  2526  2  1  
1259  2528  2  1  
1260  2530  2  1  
1261  2532  2  1  
1262  2534  2  1  
1263  2536  2  1  
1264  2538  2  1  
1265  2540  2  1  
1266  2542  2  1  
1267  2544  2  1  
1268  2546  2  1  
1269  2548  2  1  
1270  2550  2  1  
1271  2552  2  1  
1272  2554  2  1  
1273  2556  2  1  
1274  2558  2  1  
1275  2560  2  1  
1276  2562  2  1  
1277  2564  2  1  
1278  2566  2  1  
1279  2568  2  1  
1280  2570  2  1  
1281  2572  2  1  
1282  2574  2  1  
1283  2576  2  1  
1284  2578  2  1  
1285  2580  2  1  
1286  2582  2  1  
1287  2584  2  1  
1288  2586  2  1  
1289  2588  2  1  
1290  2590  2  1  
1291  2592  2  1  
1292  2594  2  1  
1293  2596  2  1  
1294  2598  2  1  
1295  2600  2  1  
1296  2602  2  1  
1297  2604  2  1  
1298  2606  2  1  
1299  2608  2  1  
1300  2610  2  1  
1301  2612  2  1  
1302  2614  2  1  
1303  2616  2  1  
1304  2618  2  1  
1305  2620  2  1  
1306  2622  2  1  
1307  2624  2  1  
1308  2626  2  1  
1309  2628  2  1  
1310  2630  2  1  
1311  2632  2  1  
1312  2634  2  1  
1313  2636  2  1  
1314  2638  2  1  
1315  2640  2  1  
1316  2642  2  1  
1317  2644  2  1  
1318  2646  2  1  
1319  2648  2  1  
1320  2650  2  1  
1321  2652  2  1  
1322  2654  2  1  
1323  2656  2  1  
1324  2658  2  1  
1325  2660  2  1  
1326  2662  2  1  
1327  2664  2  1  
1328  2666  2  1  
1329  2668  2  1  
1330  2670  2  1  
1331  2672  2  1  
1332  2674  2  1  
1333  2676  2  1  
1334  2678  2  1  
1335  2679  1  1  
1336  2681  2  1  
1337  2682  1  1  
1338  2684  2  1  
1339  2685  1  1  
1340  2687  2  1  
1341  2688  1  1  
1342  2690  2  1  
1343  2691  1  1  
1344  2693  2  1  
1345  2694  1  1  
1346  2696  2  1  
1347  2697  1  1  
1348  2699  2  1  
1349  2700  1  1  
1350  2702  2  1  
1351  2703  1  1  
1352  2705  2  1  
1353  2706  1  1  
1354  2708  2  1  
1355  2709  1  1  
1356  2711  2  1  
1357  2712  1  1  
1358  2714  2  1  
1359  2715  1  1  
1360  2717  2  1  
1361  2718  1  1  
1362  2720  2  1  
1363  2721  1  1  
1364  2723  2  1  
1365  2724  1  1  
1366  2726  2  1  
1367  2727  1  1  
1368  2729  2  1  
1369  2731  2  1  
1370  2732  1  1  
1371  2734  2  1  
1372  2735  1  1  
1373  2737  2  1  
1374  2738  1  1  
1375  2740  2  1  
1376  2742  2  1  
1377  2743  1  1  
1378  2745  2  1  
1379  2746  1  1  
1380  2748  2  1  
1381  2749  1  1  
1382  2751  2  1  
1383  2752  1  1  
1384  2754  2  1  
1385  2756  2  1  
1386  2757  1  1  
1387  2759  2  1  
1388  2760  1  1  
1389  2762  2  1  
1390  2764  2  1  
1391  2765  1  1  
1392  2767  2  1  
1393  2768  1  1  
1394  2770  2  1  
1395  2772  2  1  
1396  2773  1  1  
1397  2776  3  1  
1398  2777  1  1  
1399  2779  2  1  
1400  2781  2  1  
1401  2783  2  1  
1402  2784  1  1  
1403  2786  2  1  
